HTNO,subject_code,subject_name,internal,external,total,grade,credits
22Q91A6699,18120,ENVIRONMENTAL SCIENCE,96,0,96,O,0.0
22Q91A6699,181AA,APPLIED PHYSICS,40,50,90,O,4.0
22Q91A6699,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,33,70,A,2.0
22Q91A6699,181AN,MATRICES AND CALCULUS,39,36,75,A,4.0
22Q91A6699,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,29,69,B+,3.0
22Q91A66A0,18101,APPLIED PHYSICS LABORATORY,35,51,86,A+,1.5
22Q91A66A0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66A0,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66A0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,59,95,O,1.0
22Q91A66A0,18120,ENVIRONMENTAL SCIENCE,92,0,92,O,0.0
22Q91A66A0,181AA,APPLIED PHYSICS,31,21,52,B,4.0
22Q91A66A0,181AK,ENGLISH FOR SKILL ENHANCEMENT,28,32,60,B+,2.0
22Q91A66A0,181AN,MATRICES AND CALCULUS,30,24,54,B,4.0
22Q91A66A0,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,26,63,B+,3.0
22Q91A66A1,18101,APPLIED PHYSICS LABORATORY,31,50,81,A+,1.5
22Q91A66A1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66A1,18114,ENGINEERING WORKSHOP,31,35,66,B+,2.5
22Q91A66A1,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66A1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,55,93,O,1.0
22Q91A66A1,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66A1,181AA,APPLIED PHYSICS,27,21,48,C,4.0
22Q91A66A1,181AK,ENGLISH FOR SKILL ENHANCEMENT,33,26,59,B,2.0
22Q91A66A1,181AN,MATRICES AND CALCULUS,22,10,32,F,0.0
22Q91A66A1,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,10,43,F,0.0
22Q91A66A2,18101,APPLIED PHYSICS LABORATORY,35,57,92,O,1.5
22Q91A66A2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,1.0
22Q91A66A2,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,52,92,O,1.0
22Q91A66A2,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,57,94,O,1.0
22Q91A66A2,18120,ENVIRONMENTAL SCIENCE,96,0,96,O,0.0
22Q91A66A2,181AA,APPLIED PHYSICS,36,24,60,B+,4.0
22Q91A66A2,181AK,ENGLISH FOR SKILL ENHANCEMENT,34,33,67,B+,2.0
22Q91A66A2,181AN,MATRICES AND CALCULUS,31,12,43,F,0.0
22Q91A66A2,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,34,70,A,3.0
22Q91A66A3,18101,APPLIED PHYSICS LABORATORY,40,59,99,O,1.5
22Q91A66A3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66A3,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,54,94,O,1.0
22Q91A66A3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,59,95,O,1.0
22Q91A66A3,18120,ENVIRONMENTAL SCIENCE,87,0,87,A+,0.0
22Q91A66A3,181AA,APPLIED PHYSICS,33,21,54,B,4.0
22Q91A66A3,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,26,63,B+,2.0
22Q91A66A3,181AN,MATRICES AND CALCULUS,34,24,58,B,4.0
22Q91A66A3,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,24,61,B+,3.0
22Q91A66A4,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,54,94,O,3.0
22Q91A66A4,181AN,MATRICES AND CALCULUS,39,41,80,A+,4.0
22Q91A66A4,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,35,72,A,2.0
22Q91A66A4,181AA,APPLIED PHYSICS,40,46,86,A+,4.0
22Q91A66A4,18120,ENVIRONMENTAL SCIENCE,91,0,91,O,0.0
22Q91A66A4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,58,98,O,1.0
22Q91A66A4,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66A4,18114,ENGINEERING WORKSHOP,35,33,68,B+,2.5
22Q91A66A4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66A4,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66A5,18101,APPLIED PHYSICS LABORATORY,29,50,79,A,1.5
22Q91A66A5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66A5,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,35,52,87,A+,1.0
22Q91A66A5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,57,93,O,1.0
22Q91A66A5,18120,ENVIRONMENTAL SCIENCE,93,0,93,O,0.0
22Q91A66A5,181AA,APPLIED PHYSICS,27,4,31,F,0.0
22Q91A66A5,181AK,ENGLISH FOR SKILL ENHANCEMENT,28,16,44,F,0.0
22Q91A66A5,181AN,MATRICES AND CALCULUS,21,4,25,F,0.0
22Q91A66A5,181AP,PROGRAMMING FOR PROBLEM SOLVING,30,1,31,F,0.0
22Q91A66A6,18101,APPLIED PHYSICS LABORATORY,29,50,79,A,1.5
22Q91A66A6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,1.0
22Q91A66A6,18114,ENGINEERING WORKSHOP,37,43,80,A+,2.5
22Q91A66A6,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,53,93,O,1.0
22Q91A66A6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,56,91,O,1.0
22Q91A66A6,18120,ENVIRONMENTAL SCIENCE,95,0,95,O,0.0
22Q91A66A6,181AA,APPLIED PHYSICS,28,13,41,F,0.0
22Q91A66A6,181AK,ENGLISH FOR SKILL ENHANCEMENT,30,23,53,B,2.0
22Q91A66A6,181AN,MATRICES AND CALCULUS,33,33,66,B+,4.0
22Q91A66A6,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,25,57,B,3.0
22Q91A66A7,181AP,PROGRAMMING FOR PROBLEM SOLVING,34,8,42,F,0.0
22Q91A66A7,181AN,MATRICES AND CALCULUS,23,5,28,F,0.0
22Q91A66A7,181AK,ENGLISH FOR SKILL ENHANCEMENT,34,42,76,A,2.0
22Q91A66A7,181AA,APPLIED PHYSICS,31,7,38,F,0.0
22Q91A66A7,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66A7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,57,93,O,1.0
22Q91A66A7,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,56,96,O,1.0
22Q91A66A7,18114,ENGINEERING WORKSHOP,31,34,65,B+,2.5
22Q91A66A7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,1.0
22Q91A66A7,18101,APPLIED PHYSICS LABORATORY,36,55,91,O,1.5
22Q91A66A8,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66A8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,1.0
22Q91A66A8,18114,ENGINEERING WORKSHOP,35,35,70,A,2.5
22Q91A66A8,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,59,99,O,1.0
22Q91A66A8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66A8,18120,ENVIRONMENTAL SCIENCE,92,0,92,O,0.0
22Q91A66A8,181AA,APPLIED PHYSICS,37,21,58,B,4.0
22Q91A66A8,181AK,ENGLISH FOR SKILL ENHANCEMENT,36,36,72,A,2.0
22Q91A66A8,181AN,MATRICES AND CALCULUS,39,21,60,B+,4.0
22Q91A66A8,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,41,81,A+,3.0
22Q91A66A9,181AP,PROGRAMMING FOR PROBLEM SOLVING,34,25,59,B,3.0
22Q91A66A9,181AN,MATRICES AND CALCULUS,28,21,49,C,4.0
22Q91A66A9,181AK,ENGLISH FOR SKILL ENHANCEMENT,30,35,65,B+,2.0
22Q91A66A9,181AA,APPLIED PHYSICS,30,11,41,F,0.0
22Q91A66A9,18120,ENVIRONMENTAL SCIENCE,98,0,98,O,0.0
22Q91A66A9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,34,55,89,A+,1.0
22Q91A66A9,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,45,85,A+,1.0
22Q91A66A9,18114,ENGINEERING WORKSHOP,32,33,65,B+,2.5
22Q91A66A9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,1.0
22Q91A66A9,18101,APPLIED PHYSICS LABORATORY,30,50,80,A+,1.5
22Q91A66B0,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,9,44,F,0.0
22Q91A66B0,181AN,MATRICES AND CALCULUS,28,21,49,C,4.0
22Q91A66B0,181AK,ENGLISH FOR SKILL ENHANCEMENT,31,29,60,B+,2.0
22Q91A66B0,181AA,APPLIED PHYSICS,31,5,36,F,0.0
22Q91A66B0,18120,ENVIRONMENTAL SCIENCE,97,0,97,O,0.0
22Q91A66B0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,59,98,O,1.0
22Q91A66B0,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,56,96,O,1.0
22Q91A66B0,18114,ENGINEERING WORKSHOP,32,36,68,B+,2.5
22Q91A66B0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B0,18101,APPLIED PHYSICS LABORATORY,35,53,88,A+,1.5
22Q91A66B1,18101,APPLIED PHYSICS LABORATORY,38,56,94,O,1.5
22Q91A66B1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B1,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66B1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,54,94,O,1.0
22Q91A66B1,18120,ENVIRONMENTAL SCIENCE,93,0,93,O,0.0
22Q91A66B1,181AA,APPLIED PHYSICS,38,22,60,B+,4.0
22Q91A66B1,181AK,ENGLISH FOR SKILL ENHANCEMENT,36,41,77,A,2.0
22Q91A66B1,181AN,MATRICES AND CALCULUS,35,23,58,B,4.0
22Q91A66B1,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,26,66,B+,3.0
22Q91A66B2,18101,APPLIED PHYSICS LABORATORY,34,49,83,A+,1.5
22Q91A66B2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B2,18114,ENGINEERING WORKSHOP,34,37,71,A,2.5
22Q91A66B2,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66B2,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,56,91,O,1.0
22Q91A66B2,18120,ENVIRONMENTAL SCIENCE,97,0,97,O,0.0
22Q91A66B2,181AA,APPLIED PHYSICS,28,22,50,B,4.0
22Q91A66B2,181AK,ENGLISH FOR SKILL ENHANCEMENT,33,33,66,B+,2.0
22Q91A66B2,181AN,MATRICES AND CALCULUS,22,21,43,C,4.0
22Q91A66B2,181AP,PROGRAMMING FOR PROBLEM SOLVING,34,21,55,B,3.0
22Q91A66B3,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66B3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66B3,18114,ENGINEERING WORKSHOP,34,38,72,A,2.5
22Q91A66B3,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,57,97,O,1.0
22Q91A66B3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66B3,18120,ENVIRONMENTAL SCIENCE,98,0,98,O,0.0
22Q91A66B3,181AA,APPLIED PHYSICS,37,30,67,B+,4.0
22Q91A66B3,181AK,ENGLISH FOR SKILL ENHANCEMENT,36,40,76,A,2.0
22Q91A66B3,181AN,MATRICES AND CALCULUS,38,28,66,B+,4.0
22Q91A66B3,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,46,86,A+,3.0
22Q91A66B4,18101,APPLIED PHYSICS LABORATORY,24,48,72,A,1.5
22Q91A66B4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B4,18114,ENGINEERING WORKSHOP,33,31,64,B+,2.5
22Q91A66B4,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66B4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,59,95,O,1.0
22Q91A66B4,18120,ENVIRONMENTAL SCIENCE,98,0,98,O,0.0
22Q91A66B4,181AA,APPLIED PHYSICS,35,21,56,B,4.0
22Q91A66B4,181AK,ENGLISH FOR SKILL ENHANCEMENT,32,27,59,B,2.0
22Q91A66B4,181AN,MATRICES AND CALCULUS,29,21,50,B,4.0
22Q91A66B4,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,22,59,B,3.0
22Q91A66B5,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66B5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66B5,18114,ENGINEERING WORKSHOP,38,46,84,A+,2.5
22Q91A66B5,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,56,96,O,1.0
22Q91A66B5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66B5,18120,ENVIRONMENTAL SCIENCE,97,0,97,O,0.0
22Q91A66B5,181AA,APPLIED PHYSICS,39,30,69,B+,4.0
22Q91A66B5,181AK,ENGLISH FOR SKILL ENHANCEMENT,34,36,70,A,2.0
22Q91A66B5,181AN,MATRICES AND CALCULUS,34,23,57,B,4.0
22Q91A66B5,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,44,84,A+,3.0
22Q91A66B6,18101,APPLIED PHYSICS LABORATORY,35,57,92,O,1.5
22Q91A66B6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B6,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,56,96,O,1.0
22Q91A66B6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,58,94,O,1.0
22Q91A66B6,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66B6,181AA,APPLIED PHYSICS,34,21,55,B,4.0
22Q91A66B6,181AK,ENGLISH FOR SKILL ENHANCEMENT,34,41,75,A,2.0
22Q91A66B6,181AN,MATRICES AND CALCULUS,31,29,60,B+,4.0
22Q91A66B6,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,34,70,A,3.0
22Q91A66B7,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,44,84,A+,3.0
22Q91A66B7,181AN,MATRICES AND CALCULUS,38,32,70,A,4.0
22Q91A66B7,181AK,ENGLISH FOR SKILL ENHANCEMENT,40,42,82,A+,2.0
22Q91A66B7,181AA,APPLIED PHYSICS,40,25,65,B+,4.0
22Q91A66B7,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66B7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66B7,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,58,98,O,1.0
22Q91A66B7,18114,ENGINEERING WORKSHOP,39,40,79,A,2.5
22Q91A66B7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66B7,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66B8,18101,APPLIED PHYSICS LABORATORY,37,56,93,O,1.5
22Q91A66B8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66B8,18114,ENGINEERING WORKSHOP,39,31,70,A,2.5
22Q91A66B8,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,58,98,O,1.0
22Q91A66B8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,58,95,O,1.0
22Q91A66B8,18120,ENVIRONMENTAL SCIENCE,96,0,96,O,0.0
22Q91A66B8,181AA,APPLIED PHYSICS,32,13,45,F,0.0
22Q91A66B8,181AK,ENGLISH FOR SKILL ENHANCEMENT,33,41,74,A,2.0
22Q91A66B8,181AN,MATRICES AND CALCULUS,31,21,52,B,4.0
22Q91A66B8,181AP,PROGRAMMING FOR PROBLEM SOLVING,39,39,78,A,3.0
22Q91A66B9,18101,APPLIED PHYSICS LABORATORY,34,55,89,A+,1.5
22Q91A66B9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66B9,18114,ENGINEERING WORKSHOP,38,41,79,A,2.5
22Q91A66B9,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66B9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,57,92,O,1.0
22Q91A66B9,18120,ENVIRONMENTAL SCIENCE,93,0,93,O,0.0
22Q91A66B9,181AA,APPLIED PHYSICS,35,10,45,F,0.0
22Q91A66B9,181AK,ENGLISH FOR SKILL ENHANCEMENT,36,29,65,B+,2.0
22Q91A66B9,181AN,MATRICES AND CALCULUS,36,37,73,A,4.0
22Q91A66B9,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,29,65,B+,3.0
22Q91A66C0,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,33,66,B+,3.0
22Q91A66C0,181AN,MATRICES AND CALCULUS,33,32,65,B+,4.0
22Q91A66C0,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,32,69,B+,2.0
22Q91A66C0,181AA,APPLIED PHYSICS,37,10,47,F,0.0
22Q91A66C0,18120,ENVIRONMENTAL SCIENCE,99,0,99,O,0.0
22Q91A66C0,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,59,98,O,1.0
22Q91A66C0,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66C0,18114,ENGINEERING WORKSHOP,39,48,87,A+,2.5
22Q91A66C0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C0,18101,APPLIED PHYSICS LABORATORY,38,56,94,O,1.5
22Q91A66C1,181AP,PROGRAMMING FOR PROBLEM SOLVING,40,37,77,A,3.0
22Q91A66C1,181AN,MATRICES AND CALCULUS,38,46,84,A+,4.0
22Q91A66C1,181AK,ENGLISH FOR SKILL ENHANCEMENT,36,32,68,B+,2.0
22Q91A66C1,181AA,APPLIED PHYSICS,39,23,62,B+,4.0
22Q91A66C1,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66C1,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66C1,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66C1,18114,ENGINEERING WORKSHOP,37,44,81,A+,2.5
22Q91A66C1,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C1,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66C2,18101,APPLIED PHYSICS LABORATORY,39,58,97,O,1.5
22Q91A66C2,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C2,18114,ENGINEERING WORKSHOP,39,52,91,O,2.5
22Q91A66C2,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,53,93,O,1.0
22Q91A66C2,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,55,90,O,1.0
22Q91A66C2,18120,ENVIRONMENTAL SCIENCE,95,0,95,O,0.0
22Q91A66C2,181AA,APPLIED PHYSICS,36,27,63,B+,4.0
22Q91A66C2,181AK,ENGLISH FOR SKILL ENHANCEMENT,32,35,67,B+,2.0
22Q91A66C2,181AN,MATRICES AND CALCULUS,29,21,50,B,4.0
22Q91A66C2,181AP,PROGRAMMING FOR PROBLEM SOLVING,39,39,78,A,3.0
22Q91A66C3,181AP,PROGRAMMING FOR PROBLEM SOLVING,39,31,70,A,3.0
22Q91A66C3,181AN,MATRICES AND CALCULUS,31,21,52,B,4.0
22Q91A66C3,181AK,ENGLISH FOR SKILL ENHANCEMENT,38,40,78,A,2.0
22Q91A66C3,181AA,APPLIED PHYSICS,36,23,59,B,4.0
22Q91A66C3,18120,ENVIRONMENTAL SCIENCE,98,0,98,O,0.0
22Q91A66C3,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,57,96,O,1.0
22Q91A66C3,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,54,94,O,1.0
22Q91A66C3,18114,ENGINEERING WORKSHOP,39,52,91,O,2.5
22Q91A66C3,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66C3,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66C4,18101,APPLIED PHYSICS LABORATORY,40,60,100,O,1.5
22Q91A66C4,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C4,18114,ENGINEERING WORKSHOP,33,33,66,B+,2.5
22Q91A66C4,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66C4,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,40,60,100,O,1.0
22Q91A66C4,18120,ENVIRONMENTAL SCIENCE,95,0,95,O,0.0
22Q91A66C4,181AA,APPLIED PHYSICS,40,34,74,A,4.0
22Q91A66C4,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,41,78,A,2.0
22Q91A66C4,181AN,MATRICES AND CALCULUS,38,41,79,A,4.0
22Q91A66C4,181AP,PROGRAMMING FOR PROBLEM SOLVING,38,46,84,A+,3.0
22Q91A66C5,18101,APPLIED PHYSICS LABORATORY,26,46,72,A,1.5
22Q91A66C5,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,1.0
22Q91A66C5,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,54,94,O,1.0
22Q91A66C5,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,58,94,O,1.0
22Q91A66C5,18120,ENVIRONMENTAL SCIENCE,95,0,95,O,0.0
22Q91A66C5,181AA,APPLIED PHYSICS,28,8,36,F,0.0
22Q91A66C5,181AK,ENGLISH FOR SKILL ENHANCEMENT,34,30,64,B+,2.0
22Q91A66C5,181AN,MATRICES AND CALCULUS,21,9,30,F,0.0
22Q91A66C5,181AP,PROGRAMMING FOR PROBLEM SOLVING,34,21,55,B,3.0
22Q91A66C6,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,21,57,B,3.0
22Q91A66C6,181AN,MATRICES AND CALCULUS,21,21,42,C,4.0
22Q91A66C6,181AK,ENGLISH FOR SKILL ENHANCEMENT,35,21,56,B,2.0
22Q91A66C6,181AA,APPLIED PHYSICS,33,12,45,F,0.0
22Q91A66C6,18120,ENVIRONMENTAL SCIENCE,90,0,90,O,0.0
22Q91A66C6,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,56,94,O,1.0
22Q91A66C6,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,56,96,O,1.0
22Q91A66C6,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C6,18101,APPLIED PHYSICS LABORATORY,38,57,95,O,1.5
22Q91A66C7,18101,APPLIED PHYSICS LABORATORY,33,51,84,A+,1.5
22Q91A66C7,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,49,0,49,O,1.0
22Q91A66C7,18114,ENGINEERING WORKSHOP,32,36,68,B+,2.5
22Q91A66C7,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,54,94,O,1.0
22Q91A66C7,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,59,98,O,1.0
22Q91A66C7,18120,ENVIRONMENTAL SCIENCE,97,0,97,O,0.0
22Q91A66C7,181AA,APPLIED PHYSICS,38,27,65,B+,4.0
22Q91A66C7,181AK,ENGLISH FOR SKILL ENHANCEMENT,37,34,71,A,2.0
22Q91A66C7,181AN,MATRICES AND CALCULUS,36,43,79,A,4.0
22Q91A66C7,181AP,PROGRAMMING FOR PROBLEM SOLVING,39,35,74,A,3.0
22Q91A66C8,18101,APPLIED PHYSICS LABORATORY,37,58,95,O,1.5
22Q91A66C8,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,50,0,50,O,1.0
22Q91A66C8,18114,ENGINEERING WORKSHOP,33,34,67,B+,2.5
22Q91A66C8,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,40,55,95,O,1.0
22Q91A66C8,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,57,92,O,1.0
22Q91A66C8,18120,ENVIRONMENTAL SCIENCE,98,0,98,O,0.0
22Q91A66C8,181AA,APPLIED PHYSICS,32,21,53,B,4.0
22Q91A66C8,181AK,ENGLISH FOR SKILL ENHANCEMENT,32,24,56,B,2.0
22Q91A66C8,181AN,MATRICES AND CALCULUS,27,23,50,B,4.0
22Q91A66C8,181AP,PROGRAMMING FOR PROBLEM SOLVING,31,21,52,B,3.0
22Q91A66C9,181AP,PROGRAMMING FOR PROBLEM SOLVING,31,21,52,B,3.0
22Q91A66C9,181AN,MATRICES AND CALCULUS,22,21,43,C,4.0
22Q91A66C9,181AK,ENGLISH FOR SKILL ENHANCEMENT,33,26,59,B,2.0
22Q91A66C9,181AA,APPLIED PHYSICS,26,25,51,B,4.0
22Q91A66C9,18120,ENVIRONMENTAL SCIENCE,94,0,94,O,0.0
22Q91A66C9,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,30,52,82,A+,1.0
22Q91A66C9,18115,ENGLISH LANGUAGE AND COMMUNICATION SKILLS LABORATORY,34,48,82,A+,1.0
22Q91A66C9,18114,ENGINEERING WORKSHOP,20,25,45,C,2.5
22Q91A66C9,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,1.0
22Q91A66C9,18101,APPLIED PHYSICS LABORATORY,25,29,54,B,1.5
22Q91A66D0,18101,APPLIED PHYSICS LABORATORY,24,28,52,B,1.5
22Q91A66D0,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,1.0
22Q91A66D0,18114,ENGINEERING WORKSHOP,35,54,89,A+,2.5
